"","X","GeneID","TrxID","Npeptides","Ndetect.apy","Ndetect.eup","ID","Nobs.apy","Nobs.eup","mar","specific.eup","specific.apy","imputed","num_NAs","Means.Apy","Means.Eupy","Means.All","Apyrene_vs_Eupyrene_CI.L","Apyrene_vs_Eupyrene_CI.R","Apyrene_vs_Eupyrene_diff","Apyrene_vs_Eupyrene_p.adj","Apyrene_vs_Eupyrene_p.val","significant","Apyrene_vs_Eupyrene_significant","Apyrene_vs_Eupyrene_p.bh","significant_bh","master.de","TranscriptID","GeneName","type","score","PPV","id","desc","subject_seq.id","percent_identicalMatches","alignment_length","number_mismatches","number_gapOpenings","start_query.alignment","end_query.alignment","start_subject.alignment","end_subject.alignment","expect_value","bit_value","organism_commonName","organism_scientificName","organism_group","function."
"771",771,"PIERAPG00000006899","PIERAPT00000016602",3,5,6,"PIERAPG00000006899",5,6,TRUE,FALSE,FALSE,FALSE,0,16.6106134828701,16.3855300269702,16.3855300269702,-0.148702889119526,0.974008894086132,0.412653002483303,0.797456961147525,0.138571151801072,FALSE,FALSE,0.364122798607123,FALSE,"unbiased","PIERAPT00000016602","DppIII","DE",0.590727902021,0.102720535138,0.444444444444,"dipeptidyl peptidase 3-like","Q9VHR8.2",54.884,215,94,2,34,248,57,268,4.83e-78,253,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Dipeptidyl peptidase 3; AltName: Full=Dipeptidyl aminopeptidase III; Short=Dipeptidyl arylamidase III; AltName: Full=Dipeptidyl peptidase III; Short=DPP III"
"778",778,"PIERAPG00000006977","PIERAPT00000016776",1,1,3,"PIERAPG00000006977",3,3,TRUE,FALSE,FALSE,TRUE,5,13.6878146558533,13.4784923349068,13.4784923349068,-0.55800863513509,1.32552381193895,0.383757588401929,0.873778194712486,0.400118286434482,FALSE,FALSE,0.660373974234467,FALSE,"unbiased","PIERAPT00000016776","CDase_3","DE",0.986984471334,0.500962670617,0.833333333333,"Neutral ceramidase","Q9VA70.1",53.74,361,161,2,5,360,12,371,1.36e-137,410,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Neutral ceramidase; Short=N-CDase; Short=NCDase; AltName: Full=Neutral N-acylsphingosine amidohydrolase; AltName: Full=Neutral acylsphingosine deacylase; AltName: Full=Slug-a-bed protein; Flags: Precursor"
"788",788,"PIERAPG00000007087","PIERAPT00000016989",4,5,6,"PIERAPG00000007087",5,6,TRUE,FALSE,FALSE,FALSE,0,17.4944381375642,17.135584617228,17.135584617228,-0.184364655779954,1.50016089701262,0.657898120616331,0.782431336006,0.117117173502982,FALSE,FALSE,0.333712476907525,FALSE,"unbiased","PIERAPT00000016989","ccdc39","DE",0.625249758857,0.181948196577,0.825,"Coiled-coil domain-containing protein 39","P0CK98.2",26.984,252,158,4,13,251,5,243,2.15e-14,75.9,"zebrafish","Danio rerio","bony fishes","RecName: Full=Coiled-coil domain-containing protein 39"
"795",795,"PIERAPG00000007122","PIERAPT00000017097",8,5,5,"PIERAPG00000007122",5,6,TRUE,FALSE,FALSE,FALSE,0,16.9754066232141,17.1471154861542,17.1471154861542,-0.968926411488222,0.339327247374594,-0.314799582056814,0.860541842494912,0.322505340277912,FALSE,FALSE,0.594189490718695,FALSE,"unbiased","PIERAPT00000017097","HYDIN",NA,NA,NA,NA,NA,"Q4G0P3.3",23.945,1541,1024,25,35,1513,46,1500,5.24e-132,458,"human","Homo sapiens","primates","RecName: Full=Hydrocephalus-inducing protein homolog"
"800",800,"PIERAPG00000007187","PIERAPT00000017276",3,5,5,"PIERAPG00000007187",5,5,TRUE,FALSE,FALSE,TRUE,1,16.1338140905244,16.3319285792333,16.3319285792333,-1.03875190225964,0.31233211032694,-0.363209895966349,0.849055547503967,0.270878427188066,FALSE,FALSE,0.546104292984252,FALSE,"unbiased","PIERAPT00000017276","COPB1","DE",1.87396436829,0.815963956848,0.25,"COPB","Q5ZIA5.1",72.8,250,65,2,10,256,685,934,8.16e-124,377,"chicken","Gallus gallus","birds","RecName: Full=Coatomer subunit beta; AltName: Full=Beta-coat protein; Short=Beta-COP"
"801",801,"PIERAPG00000007200","PIERAPT00000017295",5,5,5,"PIERAPG00000007200",5,6,TRUE,FALSE,FALSE,FALSE,0,17.2702815884911,16.1628619704355,16.1628619704355,1.21236533467331,2.84817326486384,2.03026929976857,0.0192215423214855,7.99097962616629e-05,TRUE,TRUE,0.00134151597360489,TRUE,"apyrene","PIERAPT00000017295","FeCh_2","DE",0.708211034838,0.366390132144,0.785714285714,"Ferrochelatase","Q9V9S8.1",61.65,206,79,0,5,210,178,383,7.24e-92,277,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Ferrochelatase, mitochondrial; AltName: Full=Heme synthase; AltName: Full=Protoheme ferro-lyase; Flags: Precursor"
"807",807,"PIERAPG00000007223","PIERAPT00000017331",1,3,2,"PIERAPG00000007223",3,2,TRUE,FALSE,FALSE,TRUE,6,13.878460716224,13.2018380410484,13.2018380410484,0.350087660762932,2.13086214821454,1.24047490448874,0.448393674745309,0.00938371220970606,FALSE,FALSE,0.0618878162402042,FALSE,"unbiased","PIERAPT00000017331","Slc9c1","DE",0.634115725767,0.202295590635,0.424242424242,"sodium/hydrogen exchanger 10-like","Q6UJY2.3",24.719,356,258,5,4,357,754,1101,2.28e-34,140,"house mouse","Mus musculus","rodents","RecName: Full=Sodium/hydrogen exchanger 10; AltName: Full=Na(+)/H(+) exchanger 10; Short=NHE-10; AltName: Full=Solute carrier family 10 member 10; AltName: Full=Solute carrier family 9 member C1; AltName: Full=Sperm-specific Na(+)/H(+) exchanger; Short=sNHE"
"817",817,"PIERAPG00000007305","PIERAPT00000017511",2,3,5,"PIERAPG00000007305",3,5,TRUE,FALSE,FALSE,TRUE,3,13.2303810562671,14.6482524278936,14.6482524278936,-3.87985385250402,-1.3190078434599,-2.59943084798196,0.0901926203068332,0.00055642023357949,FALSE,FALSE,0.00670123498702255,TRUE,"eupyrene","PIERAPT00000017511","At5g10340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",825,"PIERAPG00000007371","PIERAPT00000017638",1,5,6,"PIERAPG00000007371",5,6,TRUE,FALSE,FALSE,FALSE,0,15.996638520077,15.6011791356971,15.6011791356971,-0.20158239529255,1.65160013801882,0.725008871363137,0.781974746944024,0.116537858900855,FALSE,FALSE,0.333712476907525,FALSE,"unbiased","PIERAPT00000017638","GH17388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",826,"PIERAPG00000007375","PIERAPT00000017653",22,5,6,"PIERAPG00000007375",5,6,TRUE,FALSE,FALSE,FALSE,0,20.1004450095619,19.763772252335,19.763772252335,-0.314800108659179,1.54926688515802,0.617233388249421,0.818780340321109,0.179271522299151,FALSE,FALSE,0.429839498979354,FALSE,"unbiased","PIERAPT00000017653","DYHC_4","DE",0.988568547844,0.501678745627,0.869565217391,"Dynein beta-heavy chain","P39057.1",65.436,975,336,1,3,976,3238,4212,0,1334,"Heliocidaris crassispina","Heliocidaris crassispina","sea urchins","RecName: Full=Dynein beta chain, ciliary"
"830",830,"PIERAPG00000007384","PIERAPT00000017672",3,1,4,"PIERAPG00000007384",3,5,TRUE,FALSE,FALSE,TRUE,3,14.5475654243087,15.8938706501885,15.8938706501885,-3.14804100840653,-1.78841148648602,-2.46822624744628,6.74562691453868e-05,9.78757597836534e-07,TRUE,TRUE,3.06923608981947e-05,TRUE,"eupyrene","PIERAPT00000017672","acat1-a","DE",1.97557444916,0.841055344603,0.875,"Acetoacetyl-CoA thiolase","Q6NU46.1",57.761,393,165,1,2,393,28,420,1.68e-161,462,"African clawed frog","Xenopus laevis","frogs & toads","RecName: Full=Acetyl-CoA acetyltransferase A, mitochondrial; AltName: Full=Acetoacetyl-CoA thiolase A; Flags: Precursor"
"834",834,"PIERAPG00000007414","PIERAPT00000017742",1,6,6,"PIERAPG00000007414",5,6,TRUE,FALSE,FALSE,FALSE,0,14.9821219473943,15.1938923392984,15.1938923392984,-1.82322206101013,1.0467306240284,-0.388245718490866,0.893821372258005,0.573939951165404,FALSE,FALSE,0.78560563773816,FALSE,"unbiased","PIERAPT00000017742","VEGFC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",840,"PIERAPG00000007489","PIERAPT00000017924",8,5,6,"PIERAPG00000007489",4,6,TRUE,FALSE,FALSE,TRUE,1,19.8420537202061,19.4225085319024,19.4225085319024,-0.206227216764728,1.74455957387835,0.769166178556812,0.77987343365819,0.113920992979099,FALSE,FALSE,0.33100819987983,FALSE,"unbiased","PIERAPT00000017924","War-087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",841,"PIERAPG00000007493","PIERAPT00000017930",2,4,5,"PIERAPG00000007493",5,5,TRUE,FALSE,FALSE,TRUE,1,14.7070417073865,14.8456507356261,14.8456507356261,-1.07343901274827,0.565205909203149,-0.25411655177256,0.888565102299977,0.519890597699793,FALSE,FALSE,0.751354933371352,FALSE,"unbiased","PIERAPT00000017930","GART","DE",0.94154317473,0.480187243842,0.918918918919,"Glycinamide ribonucleotide synthetase","Q26255.1",57.858,579,230,5,3,569,4,580,0,672,"Chironomus tentans","Chironomus tentans","flies","RecName: Full=Trifunctional purine biosynthetic protein adenosine-3; Includes: RecName: Full=Phosphoribosylamine--glycine ligase; AltName: Full=Glycinamide ribonucleotide synthetase; Short=GARS; AltName: Full=Phosphoribosylglycinamide synthetase; Includes: RecName: Full=Phosphoribosylformylglycinamidine cyclo-ligase; AltName: Full=AIR synthase; Short=AIRS; AltName: Full=Phosphoribosyl-aminoimidazole synthetase; Includes: RecName: Full=Phosphoribosylglycinamide formyltransferase; AltName: Full=5'-phosphoribosylglycinamide transformylase; AltName: Full=GAR transformylase; Short=GART"
"853",853,"PIERAPG00000007580","PIERAPT00000018154",2,5,5,"PIERAPG00000007580",5,5,TRUE,FALSE,FALSE,TRUE,1,13.9671446739126,14.4129183019614,14.4129183019614,-1.75780528584422,0.123301982998739,-0.817251651422739,0.750078892626351,0.0840325027076354,FALSE,FALSE,0.272777381836113,FALSE,"unbiased","PIERAPT00000018154","betaCop","DE",0.591044389725,0.103446874419,0.53125,"Coatomer subunit beta (Fragment)","Q29G21.2",82.305,243,42,1,7,249,5,246,1.63e-142,426,"Drosophila pseudoobscura pseudoobscura","Drosophila pseudoobscura pseudoobscura","flies","RecName: Full=Coatomer subunit beta; AltName: Full=Beta-coat protein; Short=Beta-COP"
"863",863,"PIERAPG00000007715","PIERAPT00000018421",5,6,6,"PIERAPG00000007715",5,6,TRUE,FALSE,FALSE,FALSE,0,19.1182338841411,19.072000678211,19.072000678211,-0.83547628178638,1.00499803686369,0.0847608775386561,0.913081214823099,0.847519631567121,FALSE,FALSE,0.93753117371284,FALSE,"unbiased","PIERAPT00000018421","NUP214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872",872,"PIERAPG00000007787","PIERAPT00000018632",2,5,6,"PIERAPG00000007787",5,6,TRUE,FALSE,FALSE,FALSE,0,15.8191931917764,15.6097359689462,15.6097359689462,-0.617611582846102,1.38562139989019,0.384004908522042,0.8777057824297,0.427967262945155,FALSE,FALSE,0.678703808220274,FALSE,"unbiased","PIERAPT00000018632","rpl-7","DE",0.851031206881,0.437459011726,0.397435897436,"Putative ribosomal protein L30, ferredoxin-like fold domain-containing protein","O01802.1",72.727,99,27,0,1,99,146,244,2.81e-48,156,"Caenorhabditis elegans","Caenorhabditis elegans","nematodes","RecName: Full=60S ribosomal protein L7"
"891",891,"PIERAPG00000008027","PIERAPT00000019208",3,6,6,"PIERAPG00000008027",5,6,TRUE,FALSE,FALSE,FALSE,0,18.5635493323227,18.6166876900218,18.6166876900218,-0.727725800647524,0.53288515575071,-0.0974203224484071,0.90708278295515,0.747217877729127,FALSE,FALSE,0.885157599989885,FALSE,"unbiased","PIERAPT00000019208","Prss28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895",895,"PIERAPG00000008049","PIERAPT00000019252",1,2,6,"PIERAPG00000008049",3,6,TRUE,FALSE,FALSE,TRUE,2,13.0974161151103,15.0449280036021,15.0449280036021,-4.66382419827327,-2.47705272619667,-3.57043846223497,0.000515904854032128,3.63790202826557e-06,TRUE,TRUE,9.75192446931834e-05,TRUE,"eupyrene","PIERAPT00000019252","AVPI1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906",906,"PIERAPG00000008179","PIERAPT00000019543",4,6,6,"PIERAPG00000008179",5,6,TRUE,FALSE,FALSE,FALSE,0,19.379596267706,19.16168047182,19.16168047182,-0.605660872601469,1.40468545751678,0.399512292457654,0.875435309756871,0.411560816617444,FALSE,FALSE,0.666891841207845,FALSE,"unbiased","PIERAPT00000019543","Rpl23a","DE",1.70359571033,0.768821918564,0.288461538462,"Similar to Drosophila melanogaster RpL23a (Fragment)","P62752.1",74.603,126,32,0,4,129,31,156,1.81e-60,185,"Norway rat","Homo sapiens;Bos taurus;Mus musculus;Rattus norvegicus","even-toed ungulates;primates;rodents","RecName: Full=60S ribosomal protein L23a"
"908",908,"PIERAPG00000008206","PIERAPT00000019587",1,4,5,"PIERAPG00000008206",4,6,TRUE,FALSE,FALSE,TRUE,1,15.721162965673,15.6578926593753,15.6578926593753,-1.36585369085045,1.59784481394203,0.115995561545793,0.914314750073239,0.870172235643221,FALSE,FALSE,0.949590450189779,FALSE,"unbiased","PIERAPT00000019587","YNR048W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914",914,"PIERAPG00000008296","PIERAPT00000019747",1,5,5,"PIERAPG00000008296",4,5,TRUE,FALSE,FALSE,TRUE,2,13.8712432528647,14.5491406021048,14.5491406021048,-2.76461016224932,0.278986548369082,-1.24281180694012,0.76992703910085,0.102551801510972,FALSE,FALSE,0.309551268473347,FALSE,"unbiased","PIERAPT00000019747","fksA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915",915,"PIERAPG00000008297","PIERAPT00000019748",1,3,5,"PIERAPG00000008297",4,5,TRUE,FALSE,FALSE,TRUE,2,13.6537893052415,13.912104567691,13.912104567691,-1.53763891583387,0.590482953519061,-0.473577981157405,0.867273103398232,0.359138601667032,FALSE,FALSE,0.627123954472244,FALSE,"unbiased","PIERAPT00000019748","G112404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920",920,"PIERAPG00000008347","PIERAPT00000019865",6,6,6,"PIERAPG00000008347",5,6,TRUE,FALSE,FALSE,FALSE,0,17.9678981684356,17.9485708165765,17.9485708165765,-0.690161256026028,0.761028212842714,0.0354334784083434,0.916834249916945,0.918765087545448,FALSE,FALSE,0.971156000577663,FALSE,"unbiased","PIERAPT00000019865","HYDIN_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923",923,"PIERAPG00000008387","PIERAPT00000019996",24,5,6,"PIERAPG00000008387",5,6,TRUE,FALSE,FALSE,FALSE,0,21.5851993344183,21.3333691909783,21.3333691909783,-0.638146846260981,1.5615240388743,0.461688596306661,0.871702650538195,0.386384750575793,FALSE,FALSE,0.649971108762114,FALSE,"unbiased","PIERAPT00000019996","RER1_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931",931,"PIERAPG00000008439","PIERAPT00000020125",1,5,6,"PIERAPG00000008439",5,6,TRUE,FALSE,FALSE,FALSE,0,16.8864693818874,17.8734747465894,17.8734747465894,-2.78096265735451,-0.838057013219349,-1.80950983528693,0.151820071804271,0.00116552059541941,FALSE,FALSE,0.0121068451849192,TRUE,"eupyrene","PIERAPT00000020125","PRM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936",936,"PIERAPG00000008512","PIERAPT00000020327",7,5,6,"PIERAPG00000008512",5,6,TRUE,FALSE,FALSE,FALSE,0,17.85107756111,18.0299979704297,18.0299979704297,-1.24697906214216,0.590937561303325,-0.328020750419416,0.881806345499587,0.459902270403507,FALSE,FALSE,0.701245480193238,FALSE,"unbiased","PIERAPT00000020327","FASN_5","DE",1.25051784137,0.612536209157,0.46875,"Beta-ketoacyl synthase, putative","P12276.5",55.745,470,208,0,19,488,3,472,1.69e-177,556,"chicken","Gallus gallus","birds","RecName: Full=Fatty acid synthase; Includes: RecName: Full=[Acyl-carrier-protein] S-acetyltransferase; Includes: RecName: Full=[Acyl-carrier-protein] S-malonyltransferase; Includes: RecName: Full=3-oxoacyl-[acyl-carrier-protein] synthase; Includes: RecName: Full=3-oxoacyl-[acyl-carrier-protein] reductase; Includes: RecName: Full=3-hydroxyacyl-[acyl-carrier-protein] dehydratase; Includes: RecName: Full=Enoyl-[acyl-carrier-protein] reductase; Includes: RecName: Full=Oleoyl-[acyl-carrier-protein] hydrolase"
"946",946,"PIERAPG00000008602","PIERAPT00000020582",5,3,5,"PIERAPG00000008602",3,5,TRUE,FALSE,FALSE,TRUE,3,16.9022404173858,17.315623145259,17.315623145259,-1.80122969384064,0.285493024972138,-0.757868334434253,0.800167087847952,0.142996666798649,FALSE,FALSE,0.371925602847191,FALSE,"unbiased","PIERAPT00000020582","rplO","DE",0.67834996935,0.303813179658,0.375,"Seminal fluid protein HACP043 (Fragment)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",948,"PIERAPG00000008615","PIERAPT00000020609",6,6,6,"PIERAPG00000008615",5,6,TRUE,FALSE,FALSE,FALSE,0,22.1977786748895,22.3892326521009,22.3892326521009,-1.14709562338188,0.445097706940071,-0.350998958220902,0.868018123322029,0.363534899009209,FALSE,FALSE,0.630708956665532,FALSE,"unbiased","PIERAPT00000020609","celI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958",958,"PIERAPG00000008681","PIERAPT00000020735",1,4,2,"PIERAPG00000008681",4,3,TRUE,FALSE,FALSE,TRUE,4,13.8398836966128,13.8095947073506,13.8095947073506,-0.762699348050841,0.873758975345496,0.0555298136473272,0.915221998946132,0.887304485892422,FALSE,FALSE,0.957597438670912,FALSE,"unbiased","PIERAPT00000020735","eIF3-S7_2","DE",1.64206171423,0.750233249371,0.759259259259,"Eukaryotic translation initiation factor 3 subunit p66","Q0ZB77.1",95.595,227,10,0,1,227,323,549,2.32e-161,460,"domestic silkworm","Bombyx mori","moths","RecName: Full=Eukaryotic translation initiation factor 3 subunit D; Short=eIF3d; AltName: Full=Eukaryotic translation initiation factor 3 subunit 7"
"961",961,"PIERAPG00000008695","PIERAPT00000020767",2,5,6,"PIERAPG00000008695",5,6,TRUE,FALSE,FALSE,FALSE,0,16.3673116819718,16.3046355055749,16.3046355055749,-0.661678973224346,0.891491620012621,0.114906323394138,0.907751085920313,0.757628399681125,FALSE,FALSE,0.89176940529039,FALSE,"unbiased","PIERAPT00000020767","COPA_4","DE",0.750523849145,0.3879109147,0.74358974359,"WD repeat-containing protein 55 homolog","P53621.2",77.808,365,79,1,1,365,1,363,0,628,"human","Homo sapiens","primates","RecName: Full=Coatomer subunit alpha; AltName: Full=Alpha-coat protein; Short=Alpha-COP; AltName: Full=HEP-COP; Short=HEPCOP; Contains: RecName: Full=Xenin; AltName: Full=Xenopsin-related peptide; Contains: RecName: Full=Proxenin"
"966",966,"PIERAPG00000008720","PIERAPT00000020812",1,3,5,"PIERAPG00000008720",4,5,TRUE,FALSE,FALSE,TRUE,2,12.8405524063204,13.0959239842143,13.0959239842143,-1.48239277087507,0.546030318597227,-0.468181226138922,0.864252525082141,0.342035487344196,FALSE,FALSE,0.608565705319231,FALSE,"unbiased","PIERAPT00000020812","Nacalpha","DE",1.77494093553,0.789336821707,0.537037037037,"Similar to Drosophila melanogaster Nacalpha (Fragment)","Q94518.2",65.333,75,24,2,1,75,144,216,3.53e-19,80.1,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Nascent polypeptide-associated complex subunit alpha; Short=NAC-alpha; AltName: Full=Alpha-NAC"
"971",971,"PIERAPG00000008742","PIERAPT00000020880",1,3,1,"PIERAPG00000008742",4,2,TRUE,FALSE,FALSE,TRUE,5,13.002919386315,13.0833773815698,13.0833773815698,-1.21090358665169,0.915890937384026,-0.147506324633833,0.908674049261658,0.772308826506012,FALSE,FALSE,0.900146008322464,FALSE,"unbiased","PIERAPT00000020880","Pkd1l3abcF4","DE",1.55757365375,0.723360139665,0.318181818182,"nucleolin 1 isoform X1","A0A0R4IBK5.1",21.345,342,199,11,74,365,56,377,1.52e-06,55.5,"zebrafish","Danio rerio","bony fishes","RecName: Full=E3 ubiquitin-protein ligase rnf213-alpha; AltName: Full=Mysterin-A; AltName: Full=Mysterin-alpha; AltName: Full=RING finger protein 213-A; AltName: Full=RING finger protein 213-alpha; AltName: Full=RING-type E3 ubiquitin transferase rnf213-alpha"
"977",977,"PIERAPG00000008786","PIERAPT00000021024",2,4,5,"PIERAPG00000008786",4,5,TRUE,FALSE,FALSE,TRUE,2,15.6780879694274,16.0842552903201,16.0842552903201,-1.70141845415606,0.212138277549725,-0.744640088303168,0.783392189596938,0.118349051124174,FALSE,FALSE,0.333712476907525,FALSE,"unbiased","PIERAPT00000021024","TPM1","DE",1.11056043905,0.555174670307,0.615384615385,"Tropomyosin-1","Q1HPU0.1",97.024,168,5,0,1,168,1,168,2.35e-107,311,"domestic silkworm","Bombyx mori","moths","RecName: Full=Tropomyosin-1"
"984",984,"PIERAPG00000008820","PIERAPT00000021129",7,5,6,"PIERAPG00000008820",5,6,TRUE,FALSE,FALSE,FALSE,0,18.7365102236074,18.3749780259388,18.3749780259388,-0.221039450716518,1.54665750883449,0.662809029058987,0.792756936883363,0.131326257925785,FALSE,FALSE,0.354901204345779,FALSE,"unbiased","PIERAPT00000021129","ARMC4",NA,NA,NA,NA,NA,"Q9VM21.1",47.929,169,88,0,1,169,141,309,2.9e-53,182,"fruit fly","Drosophila melanogaster","flies","RecName: Full=Armadillo repeat-containing protein gudu"
"986",986,"PIERAPG00000008845","PIERAPT00000021196",3,5,5,"PIERAPG00000008845",5,5,TRUE,FALSE,FALSE,TRUE,1,17.6722862249265,16.6931262768329,16.6931262768329,0.888681469029202,2.70157167398068,1.79512657150494,0.104976382895489,0.000692473320782538,FALSE,FALSE,0.00799229624403179,TRUE,"apyrene","PIERAPT00000021196","ttc25_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989",989,"PIERAPG00000008853","PIERAPT00000021211",1,4,2,"PIERAPG00000008853",5,3,TRUE,FALSE,FALSE,TRUE,3,13.9410860058836,13.6526269161087,13.6526269161087,-0.541125392128902,1.5988087213035,0.528841664587301,0.85800359317035,0.310011124335093,FALSE,FALSE,0.586164378435636,FALSE,"unbiased","PIERAPT00000021211","Nf1",NA,NA,NA,NA,NA,"P97526.1",50.646,774,300,13,3,751,2010,2726,0,677,"Norway rat","Rattus norvegicus","rodents","RecName: Full=Neurofibromin; AltName: Full=Neurofibromatosis-related protein NF-1"
"995",995,"PIERAPG00000008898","PIERAPT00000021328",3,5,6,"PIERAPG00000008898",5,6,TRUE,FALSE,FALSE,FALSE,0,17.5685151139214,17.5318010312159,17.5318010312159,-1.07203802499651,1.20665632825008,0.0673091516267839,0.915973845092091,0.901811899487788,FALSE,FALSE,0.964486085552576,FALSE,"unbiased","PIERAPT00000021328","proQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006",1006,"PIERAPG00000009009","PIERAPT00000021559",2,5,5,"PIERAPG00000009009",5,5,TRUE,FALSE,FALSE,TRUE,1,15.7116430560126,15.4622019905468,15.4622019905468,-0.452629803597207,1.36724704363838,0.457308620020587,0.856347859705567,0.302214038710466,FALSE,FALSE,0.577997390491132,FALSE,"unbiased","PIERAPT00000021559","HADHA","DE",2.70110677331,0.9545338531,0.911764705882,"Trifunctional enzyme subunit alpha","P40939.2",59.701,268,106,2,1,267,497,763,1.05e-109,336,"human","Homo sapiens","primates","RecName: Full=Trifunctional enzyme subunit alpha, mitochondrial; AltName: Full=78 kDa gastrin-binding protein; AltName: Full=Monolysocardiolipin acyltransferase; AltName: Full=TP-alpha; Includes: RecName: Full=Long-chain enoyl-CoA hydratase; Includes: RecName: Full=Long chain 3-hydroxyacyl-CoA dehydrogenase; Flags: Precursor"
"1008",1008,"PIERAPG00000009037","PIERAPT00000021611",9,5,6,"PIERAPG00000009037",5,6,TRUE,FALSE,FALSE,FALSE,0,19.5745543682337,19.1889596306072,19.1889596306072,-0.193684512313909,1.60753188361134,0.706923685648718,0.78112198124163,0.115466191966553,FALSE,FALSE,0.332628114225536,FALSE,"unbiased","PIERAPT00000021611","Cfap20","DE",1.39289809288,0.666490938646,0.829268292683,"cilia- and flagella-associated protein 20","Q6B857.1",69.948,193,57,1,1,192,1,193,4.66e-103,302,"cattle","Bos taurus;Mus musculus","even-toed ungulates;rodents","RecName: Full=Cilia- and flagella-associated protein 20"
"1012",1012,"PIERAPG00000009059","PIERAPT00000021662",1,4,1,"PIERAPG00000009059",4,2,TRUE,FALSE,FALSE,TRUE,5,13.4351711618021,13.4871781953822,13.4871781953822,-1.22145071221624,1.03075825575614,-0.0953462282300492,0.913748752932484,0.859687616533199,FALSE,FALSE,0.943774110242679,FALSE,"unbiased","PIERAPT00000021662","Nme7","DE",0.765866672861,0.395617631275,0.625,"NDK domain-containing protein (Fragment)","Q9QXL7.1",45.378,119,59,3,2,120,237,349,9.44e-25,101,"Norway rat","Rattus norvegicus","rodents","RecName: Full=Nucleoside diphosphate kinase 7; Short=NDK 7; Short=NDP kinase 7; AltName: Full=nm23-R7"
"1016",1016,"PIERAPG00000009097","PIERAPT00000021761",1,3,5,"PIERAPG00000009097",4,5,TRUE,FALSE,FALSE,TRUE,2,13.4125380063102,13.8390731446588,13.8390731446588,-1.46665605185796,-0.0973061220870096,-0.781981086972486,0.614798593698978,0.0277553563665642,FALSE,FALSE,0.136074932982979,FALSE,"unbiased","PIERAPT00000021761","ileS_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017",1017,"PIERAPG00000009113","PIERAPT00000021798",2,6,6,"PIERAPG00000009113",5,6,TRUE,FALSE,FALSE,FALSE,0,15.9092649743911,15.9553059717578,15.9553059717578,-0.8897233805076,0.72090639016304,-0.0844084951722799,0.91191858462176,0.826827802383097,FALSE,FALSE,0.925378994990375,FALSE,"unbiased","PIERAPT00000021798","Eif4b","DE",0.682255222763,0.312775736241,0.625,"RRM domain-containing protein (Fragment)","Q8BGD9.1",45.714,175,74,7,55,219,72,235,2.25e-24,103,"house mouse","Mus musculus","rodents","RecName: Full=Eukaryotic translation initiation factor 4B; Short=eIF-4B"
