# TargetP-2.0	Organism: Non-Plant	Timestamp: 20260203200701
# ID	Prediction	OTHER	SP	mTP	CS Position
PIERAPG00000007394	SP	0.006231	0.993571	0.000198	CS pos: 28-29. TDA-AA. Pr: 0.9025
PIERAPG00000013474	OTHER	0.999801	0.000025	0.000174	
PIERAPG00000002761	mTP	0.277454	0.001480	0.721066	CS pos: 30-31. VNP-EK. Pr: 0.2674
PIERAPG00000011582	OTHER	0.999746	0.000113	0.000141	
PIERAPG00000012875	SP	0.180420	0.816279	0.003301	CS pos: 20-21. SIA-GV. Pr: 0.5397
PIERAPG00000003892	SP	0.002340	0.997660	0.000001	CS pos: 23-24. LEG-KR. Pr: 0.7582
PIERAPG00000009097	SP	0.117061	0.882714	0.000226	CS pos: 15-16. IRA-KD. Pr: 0.9794
PIERAPG00000011923	SP	0.053542	0.944645	0.001813	CS pos: 17-18. FHA-AA. Pr: 0.6074
PIERAPG00000001047	SP	0.035689	0.964238	0.000073	CS pos: 25-26. CDA-GI. Pr: 0.9733
PIERAPG00000012391	SP	0.028024	0.971871	0.000104	CS pos: 19-20. TNQ-EH. Pr: 0.4827
PIERAPG00000001631	OTHER	0.999953	0.000001	0.000046	
PIERAPG00000008769	OTHER	0.999853	0.000085	0.000061	
PIERAPG00000009998	OTHER	0.999999	0.000001	0.000001	
PIERAPG00000013642	OTHER	0.999937	0.000053	0.000010	
PIERAPG00000010706	SP	0.000000	1.000000	0.000000	CS pos: 22-23. VTG-EG. Pr: 0.6412
PIERAPG00000004319	OTHER	0.999460	0.000145	0.000395	
PIERAPG00000013722	mTP	0.206310	0.000082	0.793609	CS pos: 20-21. AQY-ST. Pr: 0.4853
PIERAPG00000011863	OTHER	0.996665	0.000182	0.003153	
PIERAPG00000004212	OTHER	0.585651	0.319667	0.094682	
PIERAPG00000001177	OTHER	0.999173	0.000031	0.000795	
PIERAPG00000002367	SP	0.005546	0.994149	0.000304	CS pos: 17-18. SHC-EE. Pr: 0.9811
PIERAPG00000007344	OTHER	0.999011	0.000046	0.000944	
PIERAPG00000009286	OTHER	0.993312	0.000393	0.006295	
PIERAPG00000009652	OTHER	0.999848	0.000055	0.000097	
PIERAPG00000013566	OTHER	0.999862	0.000075	0.000063	
PIERAPG00000014311	OTHER	0.999964	0.000000	0.000036	
PIERAPG00000003013	OTHER	0.717269	0.002385	0.280345	
PIERAPG00000000888	SP	0.006156	0.993787	0.000057	CS pos: 17-18. SCA-FP. Pr: 0.5879
PIERAPG00000008100	mTP	0.225388	0.044102	0.730509	CS pos: 27-28. RSY-SG. Pr: 0.8270
PIERAPG00000009702	OTHER	0.999640	0.000262	0.000097	
PIERAPG00000002040	SP	0.001342	0.998655	0.000002	CS pos: 17-18. VNA-LY. Pr: 0.9034
PIERAPG00000006223	OTHER	0.999932	0.000014	0.000054	
PIERAPG00000006731	OTHER	0.785615	0.214019	0.000366	
PIERAPG00000005930	SP	0.000031	0.999969	0.000000	CS pos: 20-21. CSA-DI. Pr: 0.9199
PIERAPG00000001111	mTP	0.276376	0.000090	0.723534	CS pos: 21-22. RMY-SG. Pr: 0.9063
PIERAPG00000005167	mTP	0.389198	0.003133	0.607669	CS pos: 40-41. EMY-CA. Pr: 0.1239
PIERAPG00000007325	mTP	0.036460	0.001944	0.961596	CS pos: 21-22. KSF-ST. Pr: 0.4564
PIERAPG00000008760	OTHER	0.987364	0.002862	0.009774	
PIERAPG00000009694	OTHER	0.992340	0.001435	0.006225	
PIERAPG00000008816	SP	0.001680	0.998258	0.000062	CS pos: 15-16. VTT-EE. Pr: 0.6703
PIERAPG00000000905	OTHER	0.999866	0.000087	0.000047	
PIERAPG00000011689	OTHER	0.996996	0.003001	0.000003	
PIERAPG00000011553	OTHER	0.996479	0.003287	0.000234	
PIERAPG00000012091	SP	0.118701	0.881091	0.000208	CS pos: 19-20. VTG-LG. Pr: 0.6049
PIERAPG00000009711	OTHER	0.572243	0.427163	0.000594	
PIERAPG00000013391	OTHER	0.999983	0.000012	0.000005	
PIERAPG00000013480	OTHER	0.999204	0.000166	0.000630	
PIERAPG00000012698	OTHER	0.689504	0.005346	0.305149	
PIERAPG00000013915	OTHER	0.999973	0.000004	0.000023	
PIERAPG00000012777	mTP	0.013269	0.000007	0.986724	CS pos: 29-30. CRL-ST. Pr: 0.3339
PIERAPG00000012614	OTHER	0.999890	0.000090	0.000020	
PIERAPG00000013942	OTHER	0.999313	0.000327	0.000359	
PIERAPG00000010178	SP	0.003218	0.996780	0.000002	CS pos: 14-15. TDG-DP. Pr: 0.8792
PIERAPG00000008013	SP	0.192879	0.717341	0.089780	CS pos: 21-22. VKT-RQ. Pr: 0.5607
PIERAPG00000003055	OTHER	0.929688	0.009012	0.061301	
PIERAPG00000013448	SP	0.008490	0.985554	0.005956	CS pos: 21-22. XSG-LW. Pr: 0.3143
PIERAPG00000014629	OTHER	0.999876	0.000111	0.000013	
PIERAPG00000012308	SP	0.010843	0.989127	0.000030	CS pos: 15-16. SCC-NW. Pr: 0.8700
PIERAPG00000014101	SP	0.211098	0.788326	0.000577	CS pos: 17-18. SYQ-TE. Pr: 0.2644
PIERAPG00000001998	SP	0.168779	0.822275	0.008946	CS pos: 19-20. IKC-VI. Pr: 0.7819
PIERAPG00000014044	SP	0.010003	0.989726	0.000271	CS pos: 16-17. AFA-KN. Pr: 0.5194
PIERAPG00000000742	SP	0.084031	0.915312	0.000657	CS pos: 13-14. CNG-LW. Pr: 0.7526
PIERAPG00000007079	SP	0.420115	0.579570	0.000315	CS pos: 21-22. MDA-DP. Pr: 0.8332
PIERAPG00000001614	OTHER	0.730512	0.004937	0.264552	
PIERAPG00000006195	OTHER	0.968970	0.022515	0.008515	
PIERAPG00000013197	OTHER	0.981466	0.000323	0.018211	
PIERAPG00000001279	OTHER	0.998967	0.000670	0.000363	
PIERAPG00000011955	OTHER	0.998686	0.000881	0.000433	
PIERAPG00000014701	mTP	0.265116	0.000128	0.734756	CS pos: 37-38. RRG-QK. Pr: 0.2937
PIERAPG00000011173	OTHER	0.596166	0.403706	0.000129	
PIERAPG00000002065	mTP	0.282868	0.042222	0.674910	CS pos: 37-38. IAS-VS. Pr: 0.1034
PIERAPG00000000723	OTHER	0.999478	0.000034	0.000488	
PIERAPG00000010299	OTHER	0.998586	0.000368	0.001046	
PIERAPG00000002226	SP	0.003198	0.996792	0.000010	CS pos: 18-19. VYG-KY. Pr: 0.9561
PIERAPG00000001007	OTHER	0.999933	0.000027	0.000040	
PIERAPG00000000478	mTP	0.026812	0.005337	0.967851	CS pos: 27-28. KAL-SS. Pr: 0.4532
PIERAPG00000007951	OTHER	0.999992	0.000004	0.000004	
PIERAPG00000013911	SP	0.008277	0.991205	0.000518	CS pos: 17-18. SAA-NP. Pr: 0.4361
PIERAPG00000008579	SP	0.289895	0.697202	0.012902	CS pos: 35-36. IAG-CP. Pr: 0.7659
PIERAPG00000009696	SP	0.471678	0.502288	0.026034	CS pos: 35-36. TNG-AT. Pr: 0.5327
PIERAPG00000003345	OTHER	0.999937	0.000037	0.000026	
PIERAPG00000012832	OTHER	0.986997	0.011044	0.001959	
PIERAPG00000013823	OTHER	0.999982	0.000006	0.000012	
PIERAPG00000006453	OTHER	0.980943	0.017403	0.001654	
PIERAPG00000012330	OTHER	0.999912	0.000057	0.000030	
PIERAPG00000006525	OTHER	0.989430	0.000067	0.010503	
PIERAPG00000010320	OTHER	0.998385	0.001550	0.000066	
PIERAPG00000002853	OTHER	0.649213	0.248658	0.102129	
PIERAPG00000008898	OTHER	0.863789	0.000140	0.136071	
PIERAPG00000002055	OTHER	0.993872	0.005323	0.000805	
PIERAPG00000005584	OTHER	1.000000	0.000000	0.000000	
PIERAPG00000000524	OTHER	0.999817	0.000044	0.000139	
PIERAPG00000006568	OTHER	0.997494	0.001851	0.000655	
PIERAPG00000003006	OTHER	0.999955	0.000021	0.000024	
PIERAPG00000007314	SP	0.468418	0.519611	0.011971	CS pos: 19-20. IST-IQ. Pr: 0.3816
PIERAPG00000004866	OTHER	0.913128	0.086828	0.000044	
PIERAPG00000002539	OTHER	0.999725	0.000249	0.000025	
PIERAPG00000000938	SP	0.005372	0.994351	0.000277	CS pos: 18-19. TEA-YP. Pr: 0.9310
PIERAPG00000012019	SP	0.000146	0.999852	0.000002	CS pos: 20-21. LDA-KL. Pr: 0.8841
PIERAPG00000013021	OTHER	0.999973	0.000004	0.000022	
PIERAPG00000009247	SP	0.002959	0.997015	0.000026	CS pos: 18-19. ING-CR. Pr: 0.4548
PIERAPG00000009608	OTHER	0.999698	0.000180	0.000122	
PIERAPG00000007722	OTHER	0.999333	0.000489	0.000178	
PIERAPG00000001248	OTHER	0.999887	0.000106	0.000007	
PIERAPG00000011473	OTHER	0.950310	0.047680	0.002010	
PIERAPG00000000444	SP	0.223682	0.764153	0.012166	CS pos: 23-24. SQA-KK. Pr: 0.9305
PIERAPG00000005002	SP	0.112294	0.880574	0.007132	CS pos: 26-27. IQC-AV. Pr: 0.8289
PIERAPG00000007787	OTHER	0.563096	0.000136	0.436768	
PIERAPG00000005716	OTHER	0.953586	0.004598	0.041816	
PIERAPG00000010572	OTHER	0.998592	0.000011	0.001397	
PIERAPG00000008602	OTHER	0.999931	0.000014	0.000055	
PIERAPG00000011931	OTHER	0.936485	0.040987	0.022528	
PIERAPG00000002744	mTP	0.314102	0.000486	0.685413	CS pos: 22-23. RIF-QE. Pr: 0.3748
PIERAPG00000007823	OTHER	0.940095	0.059479	0.000425	
PIERAPG00000010340	OTHER	0.999917	0.000062	0.000021	
PIERAPG00000005523	OTHER	0.999963	0.000035	0.000002	
PIERAPG00000000194	SP	0.019348	0.980516	0.000136	CS pos: 24-25. SLQ-KK. Pr: 0.4259
PIERAPG00000001396	SP	0.019273	0.980557	0.000170	CS pos: 24-25. SLQ-KN. Pr: 0.4231
PIERAPG00000006432	OTHER	0.953610	0.000223	0.046167	
PIERAPG00000000306	OTHER	0.999968	0.000029	0.000003	
PIERAPG00000003144	OTHER	0.999762	0.000199	0.000039	
PIERAPG00000003257	OTHER	0.999801	0.000131	0.000067	
PIERAPG00000004961	OTHER	0.991364	0.004808	0.003828	
PIERAPG00000009321	mTP	0.408133	0.000219	0.591648	CS pos: 25-26. TRH-QS. Pr: 0.2596
PIERAPG00000007708	OTHER	0.999782	0.000055	0.000163	
PIERAPG00000000788	OTHER	0.999566	0.000089	0.000345	
PIERAPG00000007422	SP	0.006374	0.993371	0.000256	CS pos: 17-18. SWG-KD. Pr: 0.9391
PIERAPG00000002831	OTHER	0.995893	0.000797	0.003309	
PIERAPG00000003845	OTHER	0.999929	0.000033	0.000038	
PIERAPG00000000690	OTHER	0.999866	0.000110	0.000024	
PIERAPG00000013467	OTHER	0.999974	0.000009	0.000017	
PIERAPG00000006811	SP	0.003258	0.995293	0.001449	CS pos: 24-25. TNG-LD. Pr: 0.9276
PIERAPG00000007989	OTHER	0.999760	0.000008	0.000233	
PIERAPG00000012063	OTHER	0.999985	0.000004	0.000011	
PIERAPG00000013731	OTHER	0.999709	0.000020	0.000272	
PIERAPG00000014970	OTHER	0.988154	0.000025	0.011820	
PIERAPG00000004452	OTHER	0.999843	0.000093	0.000064	
PIERAPG00000006007	OTHER	0.999968	0.000027	0.000005	
PIERAPG00000014673	SP	0.013499	0.985809	0.000691	CS pos: 17-18. VTG-SS. Pr: 0.7157
PIERAPG00000009839	OTHER	0.999962	0.000023	0.000014	
PIERAPG00000012559	OTHER	0.999934	0.000030	0.000036	
PIERAPG00000000080	OTHER	0.999664	0.000266	0.000069	
PIERAPG00000007840	mTP	0.499612	0.000460	0.499927	CS pos: 19-20. VRQ-KH. Pr: 0.4579
PIERAPG00000003534	SP	0.009785	0.990165	0.000050	CS pos: 17-18. TEA-DN. Pr: 0.9514
PIERAPG00000009125	OTHER	0.999739	0.000221	0.000040	
PIERAPG00000006723	OTHER	0.999972	0.000012	0.000017	
PIERAPG00000014104	OTHER	0.999617	0.000066	0.000317	
PIERAPG00000008940	SP	0.000072	0.999928	0.000000	CS pos: 20-21. AQC-DY. Pr: 0.9555
PIERAPG00000002835	SP	0.003953	0.996037	0.000009	CS pos: 21-22. SVS-RS. Pr: 0.5989
PIERAPG00000010457	OTHER	0.999471	0.000245	0.000284	
PIERAPG00000014754	OTHER	0.995858	0.003607	0.000534	
PIERAPG00000008562	OTHER	0.999591	0.000229	0.000181	
PIERAPG00000000386	OTHER	0.983754	0.000356	0.015890	
PIERAPG00000000099	OTHER	0.999969	0.000024	0.000008	
PIERAPG00000004867	OTHER	0.999972	0.000015	0.000012	
PIERAPG00000009203	OTHER	0.996916	0.002878	0.000206	
PIERAPG00000005774	SP	0.038865	0.950539	0.010596	CS pos: 18-19. SKG-DN. Pr: 0.8575
PIERAPG00000011864	SP	0.025852	0.974119	0.000029	CS pos: 17-18. TLS-VD. Pr: 0.8402
PIERAPG00000007329	OTHER	0.999424	0.000013	0.000563	
PIERAPG00000005108	OTHER	0.988215	0.011554	0.000231	
PIERAPG00000011442	OTHER	0.991662	0.000884	0.007454	
PIERAPG00000010153	OTHER	0.695164	0.138222	0.166614	
PIERAPG00000005134	OTHER	0.999994	0.000002	0.000005	
PIERAPG00000006320	OTHER	0.999903	0.000021	0.000076	
PIERAPG00000001958	OTHER	0.996154	0.002189	0.001658	
PIERAPG00000007035	OTHER	0.999696	0.000284	0.000020	
PIERAPG00000005151	OTHER	0.999944	0.000009	0.000048	
PIERAPG00000008845	OTHER	0.963956	0.000756	0.035288	
PIERAPG00000010512	OTHER	0.977657	0.018758	0.003585	
PIERAPG00000007672	OTHER	0.998564	0.000893	0.000543	
PIERAPG00000012553	OTHER	0.869517	0.126908	0.003576	
PIERAPG00000011474	OTHER	0.999303	0.000466	0.000231	
PIERAPG00000000054	OTHER	0.999942	0.000053	0.000005	
PIERAPG00000007089	OTHER	0.999997	0.000003	0.000000	
PIERAPG00000014760	OTHER	0.999048	0.000042	0.000910	
PIERAPG00000008643	SP	0.011214	0.988780	0.000006	CS pos: 23-24. TYP-YN. Pr: 0.9004
PIERAPG00000006600	OTHER	0.999961	0.000025	0.000014	
PIERAPG00000003641	OTHER	0.999954	0.000014	0.000032	
PIERAPG00000006836	SP	0.056358	0.939575	0.004068	CS pos: 25-26. VSA-SS. Pr: 0.8267
PIERAPG00000009856	SP	0.054359	0.945589	0.000052	CS pos: 17-18. LWG-AP. Pr: 0.3907
PIERAPG00000002355	OTHER	0.999977	0.000011	0.000013	
PIERAPG00000009425	SP	0.000580	0.999378	0.000042	CS pos: 15-16. VVA-QN. Pr: 0.8020
PIERAPG00000013311	OTHER	0.999881	0.000052	0.000067	
PIERAPG00000000428	SP	0.011813	0.987804	0.000383	CS pos: 18-19. IKG-AD. Pr: 0.8133
PIERAPG00000001119	OTHER	0.999982	0.000011	0.000007	
PIERAPG00000003115	OTHER	0.999876	0.000057	0.000067	
PIERAPG00000003382	OTHER	0.999791	0.000072	0.000136	
PIERAPG00000006391	OTHER	0.999845	0.000069	0.000087	
